index,timestamp_ms,left_target_rpm,right_target_rpm,left_actual_rpm,right_actual_rpm,left_output,right_output,line_mask,line_error,line_state,yaw_rate_dps,yaw_rate_target_dps
0,58040,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
1,58140,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
2,58240,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
3,58340,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
4,58440,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
5,58540,40.0,40.0,8.7,9.6,1472,1458,24,0,0,1.5,0.0
6,58640,80.0,80.0,19.8,20.2,2063,2052,24,0,0,0.6,0.0
7,58740,120.0,120.0,31.8,32.7,2787,2767,124,50,0,1.9,0.0
8,58840,149.0,139.0,44.8,45.8,3469,3298,16,50,0,-1.4,0.0
9,58940,151.0,141.0,55.7,55.4,3859,3653,16,50,0,-1.0,0.0
10,59040,151.0,141.0,74.9,72.9,4013,3785,16,50,0,-1.8,0.0
11,59140,151.0,141.0,71.8,69.5,4445,4183,16,50,0,0.0,0.0
12,59240,151.0,141.0,77.4,75.6,4759,4452,16,50,0,-0.6,0.0
13,59340,145.0,135.0,83.2,79.6,4940,4618,48,100,0,-1.2,0.0
14,59440,118.0,108.0,87.0,82.5,4626,4280,16,50,0,-5.5,0.0
15,59540,128.0,118.0,97.3,90.9,4732,4391,16,50,0,-5.7,0.0
16,59640,138.0,128.0,90.4,84.2,5149,4787,16,50,0,-5.7,0.0
17,59740,141.0,141.0,91.6,86.5,5377,5135,24,0,0,-2.5,0.0
18,59840,157.1,157.1,96.7,94.1,5773,5522,24,0,0,2.6,0.0
19,59940,158.0,158.0,100.1,98.5,5960,5717,24,0,0,2.4,0.0
20,60040,160.0,160.0,139.1,138.1,5682,5438,24,0,0,-1.5,0.0
21,60140,160.0,160.0,112.8,111.3,6197,5965,24,0,0,4.0,0.0
22,60240,151.0,141.0,111.9,111.3,6273,5870,16,50,0,1.9,0.0
23,60340,151.0,141.0,112.4,109.5,6461,6047,16,50,0,-3.8,0.0
24,60440,151.0,141.0,117.1,113.0,6587,6158,16,50,0,0.0,0.0
25,60540,152.1,153.1,134.7,129.7,6386,6133,24,0,0,0.0,0.0
26,60640,160.0,160.0,122.7,120.1,6793,6516,24,0,0,-1.2,0.0
27,60740,160.0,160.0,122.6,120.1,6985,6718,24,0,0,-1.1,0.0
28,60840,148.0,151.0,128.2,124.6,6887,6701,8,-50,0,-6.0,0.0
29,60940,104.0,115.0,126.6,123.5,6182,6183,12,-100,0,-0.5,0.0
30,61040,95.0,115.0,135.2,135.7,5689,5896,12,-100,0,3.4,0.0
31,61140,99.0,116.0,112.8,115.5,5867,6118,28,-50,0,5.3,0.0
32,61240,95.0,115.0,109.6,114.2,5726,6113,12,-100,0,4.8,0.0
33,61340,122.0,122.0,106.9,112.2,6083,6216,24,0,0,5.7,0.0
34,61440,132.0,132.0,111.0,115.4,6252,6372,24,0,0,4.3,0.0
35,61540,142.0,142.0,128.8,132.5,6180,6286,24,0,0,1.4,0.0
36,61640,152.0,152.0,119.2,121.5,6553,6661,24,0,0,2.0,0.0
37,61740,160.0,160.0,119.7,121.5,6837,6940,24,0,0,4.5,0.0
38,61840,151.0,141.0,125.0,126.8,6794,6708,16,50,0,0.5,0.0
39,61940,151.0,141.0,125.5,125.7,6919,6796,16,50,0,0.0,0.0
40,62040,151.0,141.0,168.0,166.3,6387,6242,16,50,0,-3.8,0.0
41,62140,151.0,141.0,133.0,130.2,6847,6678,16,50,0,-5.0,0.0
42,62240,151.0,141.0,128.8,126.0,6946,6762,16,50,0,-2.0,0.0
43,62340,151.0,141.0,127.5,124.8,7079,6855,16,50,0,-0.7,0.0
44,62440,151.0,141.0,131.0,128.1,7148,6890,16,50,0,-5.0,0.0
45,62540,159.0,159.0,148.3,145.4,7007,6898,24,0,0,1.9,0.0
46,62640,151.0,141.0,134.2,132.0,7118,6808,16,50,0,1.9,0.0
47,62740,127.0,117.0,130.3,127.7,6845,6501,48,100,0,-2.4,0.0
48,62840,115.0,75.0,129.2,123.3,6595,5712,96,200,0,-7.9,0.0
49,62940,106.0,47.0,124.2,111.8,6439,5132,192,300,0,-13.6,0.0
50,63040,97.0,27.0,137.2,113.1,5914,4350,128,350,0,-18.7,0.0
51,63140,97.0,27.0,116.3,89.4,6038,4284,128,350,0,-23.0,0.0
52,63240,97.0,27.0,112.0,81.9,5956,4062,128,350,0,-29.0,0.0
53,63340,97.0,27.0,108.9,75.8,5929,3880,128,350,0,-27.8,0.0
54,63440,97.0,27.0,108.9,72.7,5872,3683,128,350,0,-32.5,0.0
55,63540,98.0,31.0,120.6,77.3,5594,3402,144,200,0,-30.2,0.0
