index,timestamp_ms,left_target_rpm,right_target_rpm,left_actual_rpm,right_actual_rpm,left_output,right_output,line_mask,line_error,line_state,yaw_rate_dps,yaw_rate_target_dps
0,81440,0.0,0.0,0.0,0.0,0,0,24,0,0,-0.4,0.0
1,81540,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
2,81640,0.0,0.0,0.0,0.0,0,0,24,0,0,0.3,0.0
3,81740,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
4,81840,4.0,4.0,0.0,0.0,1052,1052,24,0,0,0.0,0.0
5,81940,44.0,44.0,11.0,10.9,1503,1504,25,-116,0,1.9,0.0
6,82040,84.0,71.2,25.1,24.2,2060,1886,24,0,1,-0.5,33.5
7,82140,114.1,65.9,33.1,28.7,2706,1967,24,0,1,-6.9,33.5
8,82240,113.4,66.6,43.2,32.8,2944,2108,24,0,1,-10.3,33.5
9,82340,109.1,70.9,49.2,36.4,3135,2294,12,-100,1,-12.0,33.5
10,82440,106.8,73.2,59.4,43.8,3206,2360,4,-150,1,-13.4,33.5
11,82540,104.7,75.3,58.3,42.5,3434,2559,2,-250,1,-14.0,33.5
12,82640,105.1,74.9,61.5,45.5,3624,2673,3,-300,1,-12.0,33.5
13,82740,108.7,71.3,64.8,47.7,3835,2744,17,-150,1,-11.9,33.5
14,82840,-10.0,22.0,25.5,48.4,-1525,2117,0,0,3,-6.1,0.0
15,82940,26.0,58.0,0.9,46.2,1364,2522,19,-183,1,29.4,33.5
16,83040,66.0,76.6,16.7,45.2,1854,2900,2,-250,1,20.8,33.5
17,83140,106.0,71.9,28.6,49.4,2522,2916,22,-116,1,13.9,33.5
18,83240,102.8,77.2,40.1,52.4,2699,3053,4,-150,1,0.0,33.5
19,83340,108.8,71.2,47.6,53.1,2990,3076,4,-150,1,2.4,33.5
20,83440,104.8,75.2,57.9,59.6,3037,3095,12,-100,1,1.2,33.5
21,83540,104.8,75.2,56.3,56.1,3309,3218,12,-100,1,0.0,33.5
22,83640,110.8,69.2,60.3,57.6,3596,3187,12,-100,1,-3.7,33.5
23,83740,106.3,73.7,63.9,58.4,3730,3298,4,-150,1,-7.3,33.5
24,83840,107.0,73.0,68.6,60.3,3891,3329,4,-150,1,-12.4,33.5
25,83940,108.7,71.3,77.4,65.7,3928,3238,22,-116,1,-10.9,33.5
26,84040,104.8,75.2,84.5,69.4,3940,3270,3,-300,1,-13.4,33.5
27,84140,104.7,75.3,76.7,62.7,4173,3396,1,-350,1,-14.1,33.5
28,84240,-6.0,26.0,19.6,62.4,-1332,2815,1,-350,1,-17.5,33.5
29,84340,22.0,-10.0,25.0,11.1,963,-1388,0,0,3,-18.7,0.0
30,84440,22.0,-10.0,20.2,-12.6,1005,-1122,0,0,3,-29.4,0.0
31,84540,0.0,0.0,0.0,0.0,0,0,0,0,3,-23.5,0.0
32,84640,0.0,0.0,0.0,0.0,0,0,0,0,3,-3.2,0.0
33,84740,0.0,0.0,0.0,0.0,0,0,0,0,3,-1.0,0.0
34,84840,0.0,0.0,0.0,0.0,0,0,0,0,3,0.4,0.0
35,84940,0.0,0.0,0.0,0.0,0,0,0,0,3,-0.3,0.0
36,85040,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
37,85140,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
38,85240,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
39,85340,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
40,85440,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
41,85540,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
42,85640,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
43,85740,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
44,85840,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
45,85940,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
46,86040,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
47,86140,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
48,86240,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
49,86340,0.0,0.0,0.0,0.0,0,0,0,0,3,1.5,0.0
50,86440,0.0,0.0,0.0,0.0,0,0,0,0,3,0.0,0.0
51,86540,0.0,0.0,0.0,0.0,0,0,0,0,3,-2.8,0.0
52,86640,0.0,0.0,0.0,0.0,0,0,0,0,3,2.5,0.0
53,86740,0.0,0.0,0.0,0.0,0,0,0,0,3,-2.8,0.0
54,86840,0.0,0.0,0.0,0.0,0,0,0,0,3,1.2,0.0
55,86940,0.0,0.0,0.0,0.0,0,0,0,0,3,0.9,0.0
