index,timestamp_ms,left_target_rpm,right_target_rpm,left_actual_rpm,right_actual_rpm,left_output,right_output,line_mask,line_error,line_state,yaw_rate_dps,yaw_rate_target_dps
0,48060,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
1,48160,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
2,48260,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
3,48360,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
4,48460,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
5,48560,36.0,36.0,6.8,7.4,1436,1427,24,0,0,0.4,0.0
6,48660,76.0,76.0,16.2,16.8,2042,2030,16,50,0,0.0,0.0
7,48760,116.0,116.0,26.3,28.2,2790,2755,48,100,0,1.4,0.0
8,48860,142.2,122.1,39.6,41.7,3452,3095,48,100,0,-0.6,0.0
9,48960,142.2,122.2,62.2,59.9,3633,3230,48,100,0,-2.7,0.0
10,49060,142.0,122.0,62.8,57.8,4021,3573,48,100,0,-5.3,0.0
11,49160,142.0,122.0,67.4,60.7,4348,3851,48,100,0,-5.7,0.0
12,49260,142.0,122.0,74.2,67.4,4617,4053,48,100,0,-5.4,0.0
13,49360,148.8,137.5,78.2,70.4,4990,4491,16,50,0,-5.6,0.0
14,49460,159.5,159.3,100.1,92.9,5187,4835,24,0,0,-3.3,0.0
15,49560,158.2,156.2,92.6,88.5,5579,5169,24,0,0,-1.9,0.0
16,49660,160.0,160.0,95.0,91.9,5898,5517,24,0,0,-5.1,0.0
17,49760,160.0,160.0,100.1,96.7,6148,5786,24,0,0,-2.5,0.0
18,49860,160.0,160.0,106.0,102.7,6355,6008,24,0,0,3.0,0.0
19,49960,159.3,158.6,129.5,126.8,6248,5851,24,0,0,-5.6,0.0
20,50060,160.0,160.0,116.9,112.8,6603,6249,24,0,0,0.4,0.0
21,50160,160.0,160.0,114.9,113.3,6850,6480,24,0,0,-3.7,0.0
22,50260,160.0,160.0,118.5,116.6,7019,6660,24,0,0,1.1,0.0
23,50360,160.0,160.0,121.9,119.9,7175,6828,24,0,0,1.9,0.0
24,50460,151.7,142.0,148.8,146.4,6818,6295,16,50,0,-3.0,0.0
25,50560,159.8,159.8,130.8,126.3,7245,6875,24,0,0,-5.6,0.0
26,50660,160.0,160.0,130.2,124.6,7400,7070,24,0,0,-5.2,0.0
27,50760,160.0,160.0,131.5,126.1,7531,7224,24,0,0,-7.0,0.0
28,50860,160.0,160.0,134.9,129.2,7616,7343,24,0,0,-0.8,0.0
29,50960,130.7,147.2,161.7,156.6,6803,6877,12,-100,0,-6.2,0.0
30,51060,122.1,142.2,136.9,135.4,6851,7058,12,-100,0,2.4,0.0
31,51160,122.2,142.2,128.8,129.6,6905,7180,12,-100,0,2.0,0.0
32,51260,122.0,142.0,127.0,129.6,6891,7239,12,-100,0,5.7,0.0
33,51360,122.0,142.0,125.2,131.2,6894,7277,12,-100,0,7.0,0.0
34,51460,122.0,142.0,149.3,155.6,6528,6976,12,-100,0,2.6,0.0
35,51560,122.2,142.2,128.7,134.6,6712,7237,12,-100,0,3.8,0.0
36,51660,158.8,159.1,125.5,132.4,7284,7567,24,0,0,6.3,0.0
37,51760,160.0,159.9,128.8,134.0,7420,7693,24,0,0,9.1,0.0
38,51860,160.0,160.0,132.4,138.3,7519,7751,24,0,0,2.5,0.0
39,51960,144.9,126.6,160.2,164.7,6976,6824,48,100,0,0.8,0.0
40,52060,142.2,122.1,137.5,138.8,7197,6942,48,100,0,0.9,0.0
41,52160,122.2,102.2,133.6,129.7,6863,6582,48,100,1,-3.3,38.5
42,52260,123.5,84.7,129.9,124.7,6839,6114,48,100,1,0.0,38.5
43,52360,135.1,71.9,127.1,117.0,7035,5777,48,100,1,-7.4,38.5
44,52460,132.4,74.6,149.9,132.3,6696,5370,48,100,1,-22.1,38.5
45,52560,133.6,73.4,131.0,109.2,6920,5415,48,100,1,-16.4,38.5
46,52660,132.2,74.8,126.7,102.7,6970,5351,48,100,1,-21.9,38.5
47,52760,131.8,75.2,126.1,100.1,7001,5252,48,100,1,-25.2,38.5
48,52860,130.9,76.1,126.6,98.0,6985,5162,48,100,1,-28.0,38.5
