index,timestamp_ms,left_target_rpm,right_target_rpm,left_actual_rpm,right_actual_rpm,left_output,right_output,line_mask,line_error,line_state,yaw_rate_dps,yaw_rate_target_dps
0,44180,0.0,0.0,0.0,0.0,0,0,24,0,0,0.9,0.0
1,44280,0.0,0.0,0.0,0.0,0,0,24,0,0,-0.5,0.0
2,44380,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
3,44480,0.0,0.0,0.0,0.0,0,0,24,0,0,-0.3,0.0
4,44580,4.0,4.0,0.0,0.0,1052,1052,24,0,0,-0.3,0.0
5,44680,44.0,44.0,11.3,11.6,1497,1494,24,0,0,4.9,0.0
6,44780,84.0,84.0,20.7,22.7,2121,2090,124,50,0,2.7,0.0
7,44880,115.0,108.5,31.7,33.6,2755,2624,124,50,0,2.0,0.0
8,44980,120.0,120.0,42.3,43.3,3077,3044,24,0,0,-2.3,0.0
9,45080,120.0,120.0,50.8,51.2,3337,3307,24,0,0,-4.7,0.0
10,45180,120.0,120.0,61.8,61.8,3475,3449,24,0,0,1.1,0.0
11,45280,120.0,120.0,61.7,61.9,3769,3741,24,0,0,0.3,0.0
12,45380,120.0,120.0,65.7,65.7,4002,3975,24,0,0,-0.8,0.0
13,45480,120.0,120.0,70.8,70.8,4194,4168,24,0,0,-0.6,0.0
14,45580,120.0,120.0,74.6,74.2,4384,4362,24,0,0,-1.0,0.0
15,45680,120.0,120.0,86.3,85.5,4374,4361,24,0,0,-2.5,0.0
16,45780,120.0,120.0,81.6,81.2,4618,4605,24,0,0,-2.0,0.0
17,45880,106.0,106.0,83.9,83.3,4461,4455,24,0,0,-3.6,0.0
18,45980,86.0,92.0,82.4,81.8,4134,4252,12,-100,0,-0.8,0.0
19,46080,84.5,91.0,84.2,84.8,3980,4151,12,-100,0,1.5,0.0
20,46180,88.5,90.0,82.8,85.4,3933,4041,12,-100,0,3.0,0.0
21,46280,88.5,95.0,74.9,77.6,4003,4198,28,-50,0,2.1,0.0
22,46380,88.5,95.0,73.4,76.1,4028,4238,28,-50,0,4.8,0.0
23,46480,91.5,98.0,73.2,76.4,4088,4309,28,-50,0,3.1,0.0
24,46580,86.5,93.0,73.9,77.6,4032,4262,12,-100,0,1.6,0.0
25,46680,100.0,100.0,81.1,85.4,4092,4225,24,0,0,6.2,0.0
26,46780,110.0,110.0,76.5,79.2,4412,4547,24,0,0,2.0,0.0
27,46880,120.0,120.0,79.9,82.7,4679,4798,24,0,0,1.1,0.0
28,46980,120.0,120.0,84.1,86.4,4815,4929,24,0,0,3.6,0.0
29,47080,120.0,120.0,88.0,89.8,4935,5044,24,0,0,3.5,0.0
30,47180,120.0,120.0,98.6,100.2,4868,4969,24,0,0,4.0,0.0
31,47280,120.0,120.0,92.5,94.1,5069,5164,24,0,0,-1.2,0.0
32,47380,120.0,120.0,92.9,94.3,5202,5291,24,0,0,-1.0,0.0
33,47480,120.0,120.0,95.8,97.2,5293,5374,24,0,0,5.3,0.0
34,47580,120.0,120.0,97.2,98.8,5392,5466,24,0,0,2.2,0.0
35,47680,115.0,108.5,108.3,108.6,5140,5073,16,50,0,2.0,0.0
