index,timestamp_ms,left_target_rpm,right_target_rpm,left_actual_rpm,right_actual_rpm,left_output,right_output,line_mask,line_error,line_state,yaw_rate_dps,yaw_rate_target_dps,odometer_cm,finish_armed,finish_strict_wide,finish_fallback_wide,finish_braking,timer_frozen,finish_line_ticks
416,100840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
417,100940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
418,101040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
419,101140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
420,101240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
421,101340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
422,101440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
423,101540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
424,101640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
425,101740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
426,101840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
427,101940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
428,102040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
429,102140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
430,102240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
431,102340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
432,102440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
433,102540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
434,102640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
435,102740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
436,102840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
437,102940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
438,103040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
439,103140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
440,103240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
441,103340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
442,103440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
443,103540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
444,103640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
445,103740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
446,103840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
447,103940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
448,104040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
449,104140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
450,104240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
451,104340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
452,104440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
453,104540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
454,104640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
455,104740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
456,104840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
457,104940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
458,105040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
459,105140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
460,105240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
461,105340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
462,105440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
463,105540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
464,105640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
465,105740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
466,105840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
467,105940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
468,106040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
469,106140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
470,106240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
471,106340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
472,106440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
473,106540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
474,106640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
475,106740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
476,106840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
477,106940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
478,107040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
479,107140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
480,107240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
481,107340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
482,107440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
483,107540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
484,107640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
485,107740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
486,107840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
487,107940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
488,108040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
489,108140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
490,108240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
491,108340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
492,108440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
493,108540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
494,108640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
495,108740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
496,108840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
497,108940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
498,109040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
499,109140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
500,109240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
501,109340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
502,109440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
503,109540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
504,109640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
505,109740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
506,109840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
507,109940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
508,110040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
509,110140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
510,110240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
511,110340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
512,110440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
513,110540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
514,110640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
515,110740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
516,110840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
517,110940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
518,111040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
519,111140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
520,111240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
521,111340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
522,111440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
523,111540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
524,111640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
525,111740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
526,111840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
527,111940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
528,112040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
529,112140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
530,112240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
531,112340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
532,112440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
533,112540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
534,112640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
535,112740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
536,112840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
537,112940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
538,113040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
539,113140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
540,113240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
541,113340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
542,113440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
543,113540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
544,113640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
545,113740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
546,113840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
547,113940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
548,114040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
549,114140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
550,114240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
551,114340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
552,114440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
553,114540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
554,114640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
555,114740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
556,114840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
557,114940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
558,115040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
559,115140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
560,115240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
561,115340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
562,115440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
563,115540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
564,115640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
565,115740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
566,115840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
567,115940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
568,116040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
569,116140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
570,116240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
571,116340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
572,116440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
573,116540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
574,116640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
575,116740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
576,116840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
577,116940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
578,117040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
579,117140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
580,117240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
581,117340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
582,117440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
583,117540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
584,117640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
585,117740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
586,117840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
587,117940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
588,118040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
589,118140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
590,118240,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
591,118340,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
592,118440,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
593,118540,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
594,118640,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
595,118740,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
596,118840,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
597,118940,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
598,119040,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
599,119140,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,38.5,582.4,1,0,0,0,1,0
