index,timestamp_ms,left_target_rpm,right_target_rpm,left_actual_rpm,right_actual_rpm,left_output,right_output,line_mask,line_error,line_state,yaw_rate_dps,yaw_rate_target_dps
0,97660,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
1,97760,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
2,97860,0.0,0.0,0.0,0.0,0,0,24,0,0,0.3,0.0
3,97960,0.0,0.0,0.0,0.0,0,0,24,0,0,0.3,0.0
4,98060,4.0,4.0,0.0,0.0,1052,1052,24,0,0,0.0,0.0
5,98160,44.0,44.0,10.0,11.1,1520,1501,24,0,0,1.2,0.0
6,98260,84.0,84.0,20.3,21.6,2136,2108,24,0,0,0.6,0.0
7,98360,94.0,85.0,31.1,32.5,2405,2233,124,50,0,-0.3,0.0
8,98460,99.0,100.0,37.8,38.8,2606,2596,24,0,0,1.3,0.0
9,98560,114.0,114.0,43.3,44.7,3067,3033,24,0,0,2.3,0.0
10,98660,120.0,120.0,55.7,57.1,3293,3252,24,0,0,-1.2,0.0
11,98760,120.0,120.0,57.3,57.8,3593,3559,24,0,0,-0.8,0.0
12,98860,120.0,120.0,62.4,62.5,3831,3801,24,0,0,1.3,0.0
13,98960,120.0,120.0,66.6,67.0,4057,4022,24,0,0,-1.5,0.0
14,99060,120.0,120.0,72.0,72.0,4243,4211,24,0,0,0.6,0.0
15,99160,120.0,120.0,82.1,82.3,4275,4241,24,0,0,-0.8,0.0
16,99260,120.0,120.0,79.7,79.6,4504,4476,24,0,0,-1.4,0.0
17,99360,120.0,120.0,81.5,80.5,4681,4666,24,0,0,-0.4,0.0
18,99460,120.0,120.0,85.4,84.7,4816,4803,24,0,0,-0.7,0.0
19,99560,120.0,120.0,87.3,86.7,4961,4950,24,0,0,-2.4,0.0
20,99660,120.0,120.0,99.3,98.0,4875,4879,24,0,0,1.2,0.0
21,99760,120.0,120.0,91.8,91.3,5097,5094,24,0,0,-0.5,0.0
22,99860,120.0,120.0,94.0,93.8,5207,5201,24,0,0,-1.4,0.0
23,99960,120.0,120.0,95.3,94.7,5318,5320,24,0,0,-2.6,0.0
24,100060,120.0,120.0,110.6,110.7,5221,5216,24,0,0,-1.3,0.0
25,100160,120.0,120.0,109.3,108.4,5219,5231,24,0,0,0.7,0.0
26,100260,120.0,120.0,98.4,99.6,5445,5428,24,0,0,-3.3,0.0
