index,timestamp_ms,left_target_rpm,right_target_rpm,left_actual_rpm,right_actual_rpm,left_output,right_output,line_mask,line_error,line_state,yaw_rate_dps,yaw_rate_target_dps
0,9060,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
1,9160,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
2,9260,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
3,9360,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
4,9460,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
5,9560,40.0,40.0,4.3,7.3,1539,1496,24,0,0,1.8,0.0
6,9660,80.0,80.0,14.6,16.4,2163,2122,24,0,0,1.5,0.0
7,9760,120.0,120.0,26.0,27.9,2920,2869,24,0,0,3.1,0.0
8,9860,160.0,160.0,41.3,42.1,3760,3715,24,0,0,-2.3,0.0
9,9960,160.0,160.0,63.8,63.7,4005,3970,24,0,0,-1.0,0.0
10,10060,160.0,160.0,67.6,66.9,4430,4403,24,0,0,-0.8,0.0
11,10160,160.0,160.0,73.8,72.7,4799,4782,24,0,0,2.1,0.0
12,10260,160.0,160.0,80.8,81.1,5118,5085,24,0,0,1.3,0.0
13,10360,160.0,160.0,84.9,86.8,5453,5394,24,0,0,1.9,0.0
14,10460,160.0,160.0,104.5,106.7,5517,5441,24,0,0,-1.5,0.0
15,10560,160.0,160.0,98.5,99.2,5890,5826,24,0,0,1.5,0.0
16,10660,160.0,160.0,102.2,102.3,6139,6082,24,0,0,2.5,0.0
17,10760,151.7,142.0,105.8,106.5,6220,5963,16,50,0,0.0,0.0
18,10860,142.4,122.4,108.7,106.8,6220,5710,48,100,0,-2.4,0.0
19,10960,152.8,145.4,125.9,118.3,6257,5920,24,0,0,-9.4,0.0
20,11060,159.9,160.0,116.2,110.7,6657,6413,24,0,0,-3.6,0.0
21,11160,160.0,160.0,116.7,112.9,6871,6629,24,0,0,-1.5,0.0
22,11260,160.0,160.0,121.4,117.2,7014,6795,24,0,0,-3.0,0.0
23,11360,160.0,160.0,124.3,120.9,7164,6953,24,0,0,-0.4,0.0
24,11460,160.0,160.0,144.4,143.2,7016,6789,24,0,0,2.1,0.0
25,11560,160.0,160.0,131.4,129.7,7297,7084,24,0,0,-4.8,0.0
26,11660,160.0,160.0,131.4,128.1,7439,7258,24,0,0,-1.3,0.0
27,11760,160.0,160.0,132.7,129.3,7564,7399,24,0,0,-1.2,0.0
28,11860,148.6,155.3,135.6,132.4,7458,7422,28,-50,0,-2.0,0.0
29,11960,122.6,142.5,152.1,150.8,6691,6986,12,-100,0,3.0,0.0
30,12060,122.1,142.2,131.9,134.8,6844,7183,12,-100,0,5.4,0.0
31,12160,142.2,152.2,125.8,131.1,7168,7415,24,0,0,5.3,0.0
32,12260,160.0,159.9,129.1,132.2,7489,7626,24,0,0,1.6,0.0
33,12360,160.0,160.0,133.7,134.8,7573,7728,24,0,0,0.7,0.0
34,12460,160.0,160.0,156.4,156.6,7335,7498,24,0,0,2.8,0.0
