index,timestamp_ms,left_target_rpm,right_target_rpm,left_actual_rpm,right_actual_rpm,left_output,right_output,line_mask,line_error,line_state,yaw_rate_dps,yaw_rate_target_dps
0,65360,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
1,65460,0.0,0.0,0.0,0.0,0,0,24,0,0,0.3,0.0
2,65560,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
3,65660,0.0,0.0,0.0,0.0,0,0,24,0,0,0.0,0.0
4,65760,4.0,4.0,0.0,0.0,1052,1052,24,0,0,0.0,0.0
5,65860,44.0,44.0,11.3,11.3,1497,1500,24,0,0,0.4,0.0
6,65960,84.0,84.0,21.0,20.9,2115,2120,24,0,0,-1.0,0.0
7,66060,115.0,108.5,37.0,37.6,2669,2558,124,50,0,1.6,0.0
8,66160,113.0,113.0,43.3,42.9,2886,2882,24,0,0,0.0,0.0
9,66260,120.0,120.0,49.5,50.0,3259,3243,24,0,0,0.0,0.0
10,66360,115.0,108.5,59.5,59.9,3296,3130,16,50,0,2.0,0.0
11,66460,115.0,108.5,59.2,57.8,3582,3407,16,50,0,-0.5,0.0
12,66560,115.0,108.5,62.6,60.3,3810,3625,16,50,0,-2.9,0.0
13,66660,115.0,108.5,67.2,64.5,4002,3802,16,50,0,-1.7,0.0
14,66760,115.0,108.5,71.0,67.7,4184,3974,16,50,0,-1.4,0.0
15,66860,115.0,108.5,82.3,78.2,4178,3967,16,50,0,-3.4,0.0
16,66960,120.0,120.0,77.7,74.5,4479,4370,24,0,0,-3.3,0.0
17,67060,120.0,120.0,81.5,78.5,4634,4538,24,0,0,-0.4,0.0
18,67160,110.0,110.0,83.9,81.2,4571,4486,24,0,0,0.0,0.0
19,67260,104.0,104.0,84.5,82.1,4502,4426,24,0,0,-2.9,0.0
20,67360,114.0,114.0,91.2,88.9,4588,4524,24,0,0,-2.2,0.0
21,67460,120.0,120.0,87.1,85.0,4865,4809,24,0,0,-3.2,0.0
22,67560,120.0,120.0,88.3,86.9,5011,4956,24,0,0,-5.3,0.0
23,67660,104.0,104.0,91.7,89.8,4757,4716,28,-50,0,-3.3,0.0
24,67760,89.0,95.0,89.2,87.5,4496,4588,28,-50,0,-1.9,0.0
25,67860,85.5,92.0,93.2,92.9,4197,4364,28,-50,0,-0.6,0.0
26,67960,91.5,98.0,81.9,83.2,4386,4562,28,-50,0,4.5,0.0
27,68060,108.0,108.0,89.9,91.5,4542,4618,24,0,0,2.3,0.0
28,68160,117.5,117.5,85.6,86.6,4812,4883,24,0,0,0.7,0.0
29,68260,118.5,118.5,88.6,89.4,4912,4981,24,0,0,-1.1,0.0
30,68360,98.5,98.5,97.5,97.8,4398,4470,28,-50,0,0.9,0.0
31,68460,97.5,104.0,87.0,87.7,4476,4681,28,-50,0,4.9,0.0
32,68560,107.5,114.0,84.2,86.6,4724,4933,28,-50,0,1.3,0.0
33,68660,91.5,98.0,86.2,88.8,4438,4663,28,-50,0,6.6,0.0
34,68760,92.5,99.0,84.7,87.7,4470,4708,28,-50,0,5.8,0.0
35,68860,98.0,98.0,90.9,94.8,4372,4485,24,0,0,0.7,0.0
36,68960,108.0,108.0,83.6,85.8,4674,4792,24,0,0,-0.6,0.0
37,69060,118.0,118.0,86.3,87.8,4906,5025,24,0,0,-0.6,0.0
38,69160,120.0,120.0,89.1,90.8,5056,5165,24,0,0,-2.2,0.0
39,69260,120.0,120.0,93.5,94.4,5144,5256,24,0,0,1.5,0.0
40,69360,120.0,120.0,103.6,104.6,5054,5158,24,0,0,0.7,0.0
41,69460,120.0,120.0,97.3,98.7,5235,5329,24,0,0,-0.9,0.0
42,69560,120.0,120.0,97.4,98.4,5348,5441,24,0,0,-1.6,0.0
43,69660,115.0,110.0,99.5,100.6,5316,5299,16,50,0,1.7,0.0
44,69760,115.0,108.5,99.1,99.7,5400,5320,16,50,0,2.0,0.0
45,69860,95.0,88.5,108.5,107.6,4802,4707,48,100,0,-2.3,0.0
46,69960,90.0,77.0,95.1,92.5,4816,4567,48,100,0,-0.6,0.0
47,70060,90.0,77.0,100.4,95.8,4702,4432,48,100,0,-3.1,0.0
48,70160,98.0,91.5,91.3,86.3,4892,4705,16,50,0,-3.4,0.0
49,70260,108.0,108.0,91.9,87.1,5050,4960,24,0,0,-2.0,0.0
50,70360,118.0,118.0,101.0,98.9,5074,4969,24,0,0,-2.7,0.0
51,70460,120.0,120.0,96.0,94.5,5272,5170,24,0,0,0.0,0.0
